grid_limit_kw,seed,window,experiment,hours,policy,risk_weight,tail_tiebreak,hourly_sample_count,total_loss_eur,total_accounted_loss_eur,total_actual_expense_eur,total_operating_cost_eur,total_grid_cost_eur,total_battery_cost_eur,total_shortage_cost_eur,total_inventory_adjustment_eur,mean_hourly_loss_eur,var_hourly_loss_eur,cvar_hourly_loss_eur,upper_tail_equivalent_hours,total_ens_kwh,eens_kwh_per_hour,lolp,total_grid_import_kwh,peak_grid_import_kw,total_curtailment_kwh,total_throughput_kwh,total_solve_seconds,max_residual,hours_with_loss,hours_with_physical_override,total_physical_override_kwh,perfect_foresight_loss_eur,regret_eur
2.0,42,summer,grid_capacity,24,deterministic,0.0,True,24,8.8009741561007,8.8009741561007,6.904290125773401,8.147289945574386,6.738041598667335,0.16624852710606547,1.2429998198009828,0.6536842105263154,0.36670725650419583,0.6393684210526317,1.042973676414783,2.3999999999999995,0.1242999819800982,0.005179165915837425,0.041666666666666664,38.77081145374745,2.0,0.1148437499999999,16.624852710606635,0.6431915999855834,3.1241675912951905e-13,20,2,0.19706682477678591,7.525675121191146,1.2752990349095548
2.0,42,summer,grid_capacity,24,stochastic,0.0,True,24,10.52158761821546,10.52158761821546,6.997672502790177,9.968515136718747,6.828349958147321,0.1693225446428564,2.970842633928568,0.5530724814967112,0.43839948409231083,0.6872225534539474,1.7865886903538133,2.3999999999999995,0.2970842633928566,0.012378510974702358,0.125,39.215848214285714,2.0,0.15869140625,16.93225446428572,5.627195400302298,1.105782132526656e-13,20,2,0.12982183048081408,7.525675121191146,2.995912497024314
2.0,42,summer,grid_capacity,24,cvar_0.5,0.5,True,24,10.549515518512008,10.549515518512008,6.89844256635623,9.869285200284796,6.732474597286993,0.1659679690692363,2.970842633928568,0.6802303182272089,0.439563146604667,0.6872225534539474,1.7865886903538133,2.3999999999999995,0.2970842633928566,0.012378510974702358,0.125,38.66809663054302,2.0,0.3336356026785712,16.59679690692373,7.0141658001812175,1.105782132526656e-13,20,2,1.049874441964286,7.525675121191146,3.0238403973208623
3.0,42,summer,grid_capacity,24,perfect_foresight,0.0,True,24,7.33615216899672,7.33615216899672,6.727302168996712,6.7273021689967205,6.602696905838817,0.124605263157894,8.881784197001252e-15,0.6088500000000002,0.30567300704153,0.6392767269736843,0.6397917351973685,2.3999999999999995,8.881784197001252e-16,3.700743415417188e-17,0.0,38.81560444078947,3.0,8.881784197001252e-16,12.460526315789473,0.0297083999030292,8.881784197001252e-16,20,0,1.7486012637846216e-15,7.33615216899672,0.0
3.0,42,summer,grid_capacity,24,deterministic,0.0,True,24,7.740095807389572,7.740095807389572,7.1312458073895675,7.131245807389572,7.006640544231673,0.12460526315789403,4.440892098500626e-15,0.6088500000000003,0.32250399197456553,0.638421052631579,0.6396491228070195,2.3999999999999995,4.440892098500626e-16,1.850371707708594e-17,0.0,41.27492596236686,3.0,2.45932152157738,12.460526315789473,0.9462921001249913,5.3290705182007506e-15,20,0,2.3592239273284576e-16,7.33615216899672,0.4039436383928523
3.0,42,summer,grid_capacity,24,stochastic,0.0,True,24,7.478408634989192,7.478408634989192,6.869558634989185,6.8695586349891915,6.738324238845468,0.13123439614371718,4.440892098500626e-15,0.6088500000000002,0.3116003597912163,0.6393820260184152,0.6398092850381588,2.3999999999999995,4.440892098500626e-16,1.850371707708594e-17,0.0,39.37157821649236,3.0,0.5220005580357138,13.123439614371815,8.06589650013484,1.1941685078448009e-12,20,0,0.0,7.33615216899672,0.14225646599247188
3.0,42,summer,grid_capacity,24,cvar_0.5,0.5,True,24,7.455309558803014,7.455309558803014,6.846459558803013,6.846459558803014,6.7264110927036835,0.1200484660993295,0.0,0.6088499999999999,0.31063789828345895,0.6394955982730264,0.6398282137472588,2.3999999999999995,0.0,0.0,0.0,39.31425216238839,3.0,0.5220005580357138,12.004846609933033,9.409793599741533,2.218225603201063e-13,20,0,2.0483614804334138e-14,7.33615216899672,0.11915738980629431
2.5,7,summer,seed_repeat,24,perfect_foresight,0.0,True,24,7.356652168996725,7.356652168996725,6.6623021689967095,6.662302168996724,6.542696905838816,0.1196052631578935,1.3322676295501878e-14,0.6943500000000004,0.3065271737081969,0.6396315789473684,0.6396315789473684,2.3999999999999995,1.3322676295501878e-15,5.551115123125783e-17,0.0,38.31560444078948,2.5,8.881784197001252e-16,11.960526315789473,0.035931900027208,1.3322676295501878e-15,20,0,2.1094237467877974e-15,7.356652168996725,0.0
2.5,7,summer,seed_repeat,24,deterministic,0.0,True,24,7.7139012503778375,7.7139012503778375,7.0195512503778374,7.0195512503778374,6.952921316383,0.06662993399483734,0.0,0.6943500000000001,0.32141255209907654,0.6396315789473684,0.6396315789473684,2.3999999999999995,0.0,0.0,0.0,40.242131228492376,2.5,2.198016648065476,6.662993399483815,0.8598099000519128,3.1086244689504387e-15,20,0,1.1102230246251563e-16,7.356652168996725,0.3572490813811129
2.5,7,summer,seed_repeat,24,stochastic,0.0,True,24,7.457775205500324,7.457775205500324,6.767456279278518,6.767456279278519,6.672862886586584,0.0945933926919342,0.0,0.6903189262218048,0.3107406335625135,0.6396315789473684,0.6396315789473684,2.3999999999999995,0.0,0.0,0.0,38.59239137577832,2.5,0.3826032366071423,9.459339269193494,6.3080558999208725,1.9317880628477724e-14,20,0,0.0,7.356652168996725,0.10112303650359955
2.5,7,summer,seed_repeat,24,cvar_0.5,0.5,True,24,7.464122496414376,7.464122496414376,6.77731762681851,6.777317626818512,6.678698877565006,0.0986187492535038,0.0,0.6868048695958644,0.31100510401726567,0.6396315789473684,0.6396315789473684,2.3999999999999995,0.0,0.0,0.0,38.68253150087132,2.5,0.4326171875,9.861874925350484,6.682906399830243,4.329869796038111e-14,20,0,0.0,7.356652168996725,0.10747032741765139
2.5,99,summer,seed_repeat,24,perfect_foresight,0.0,True,24,7.356652168996725,7.356652168996725,6.6623021689967095,6.662302168996724,6.542696905838816,0.1196052631578935,1.3322676295501878e-14,0.6943500000000004,0.3065271737081969,0.6396315789473684,0.6396315789473684,2.3999999999999995,1.3322676295501878e-15,5.551115123125783e-17,0.0,38.31560444078948,2.5,8.881784197001252e-16,11.960526315789473,0.0393233000067994,1.3322676295501878e-15,20,0,2.1094237467877974e-15,7.356652168996725,0.0
2.5,99,summer,seed_repeat,24,deterministic,0.0,True,24,7.7139012503778375,7.7139012503778375,7.0195512503778374,7.0195512503778374,6.952921316383,0.06662993399483734,0.0,0.6943500000000001,0.32141255209907654,0.6396315789473684,0.6396315789473684,2.3999999999999995,0.0,0.0,0.0,40.242131228492376,2.5,2.198016648065476,6.662993399483815,0.8485505002317937,3.1086244689504387e-15,20,0,1.1102230246251563e-16,7.356652168996725,0.3572490813811129
